TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-08-14 19:02:17.995,0.5272166,0.65474,0.7967421,0.6656542,0.35635597,0.1826651,0.27291298,0.26121235,0.8183357,0.5402476,0.82839495,0.6739013,0.50109196,0.18082257,0.3113257,0.65490186,-0.1711277,-0.40673116,-0.27150404,-0.1638957,821.5751,803.44324,798.20514,799.81683,800.6227,0.0,0.0,-0.3682861328125,0.04425048828125,0.92529296875,2.73651123046875,-3.46923828125,1.682281494140625,1,1.0,1.0,1.0,1.0,100.00
2021-08-14 19:02:18.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-14 19:02:19.030,0.39530852,0.75674236,0.7990518,0.46501845,0.20658536,0.24253224,0.08654604,0.1823443,0.7007928,0.39273033,0.26523387,0.57929057,0.49032828,0.16852333,0.2206494,0.5697911,-0.3035618,-0.45824555,-0.3926754,-0.15038717,833.2601,799.41394,800.2198,828.022,786.1172,0.0,0.0,-0.36285400390625,0.0443115234375,0.92742919921875,3.27484130859375,-2.7215576171875,1.92901611328125,1,1.0,1.0,1.0,1.0,100.00
2021-08-14 19:02:20.036,0.34299484,0.59736186,0.8937538,0.15626429,0.06561526,0.19543982,0.37843823,0.0110740485,0.23210773,-0.0539084,0.26650357,0.49878088,0.3240977,0.31277677,0.1773611,0.403874,-0.33986348,-0.37856457,-0.539335,-0.1233794,818.3516,796.1905,790.9524,803.44324,765.9707,0.0,0.0,-0.3685302734375,0.04925537109375,0.92755126953125,3.147735595703125,-2.82623291015625,1.973876953125,1,1.0,1.0,1.0,1.0,100.00
2021-08-14 19:02:21.053,0.3775778,0.18742487,0.16488129,0.5370718,0.24161473,0.15698764,0.08905772,0.15204906,0.77424115,0.43935183,0.21653605,0.37343103,0.62675864,-0.05960493,0.13170926,0.43831602,-0.1831119,-0.43905124,-0.4486227,-0.11687861,817.1429,794.9817,799.41394,813.5165,742.1978,0.0,0.0,-0.36669921875,0.0469970703125,0.927978515625,2.714080810546875,-3.147735595703125,1.861724853515625,1,1.0,1.0,1.0,1.0,100.00
2021-08-14 19:02:22.066,0.22177948,0.4473891,0.29530844,0.31018838,-0.007733054,-0.058969986,-0.48504207,0.086074606,0.482854,0.13977017,0.15373962,0.455157,0.5980683,0.05578451,0.14309683,0.49413723,-0.24132985,-0.52577424,-0.20173934,-0.11695837,831.2454,803.0403,796.1905,830.4396,724.0659,0.0,0.0,-0.3642578125,0.0518798828125,0.92974853515625,3.087921142578125,-3.90289306640625,2.07855224609375,1,1.0,1.0,1.0,1.0,100.00
2021-08-14 19:02:22.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-14 19:02:23.091,0.44189578,0.32360625,0.39351133,0.33324915,0.09673735,0.0041118776,0.013664492,-0.14517374,0.6316981,0.2062191,0.2565418,0.72165495,0.44422397,0.1652723,0.02769966,0.52597654,-0.25518906,-0.60016036,-0.24719004,0.022844654,817.9487,812.3077,813.5165,810.293,738.5714,0.0,0.0,-0.36981201171875,0.04595947265625,0.92584228515625,2.73651123046875,-3.66363525390625,2.086029052734375,1,1.0,1.0,1.0,1.0,100.00
2021-08-14 19:02:24.104,0.9445869,0.62229156,0.47932857,0.47734046,0.32046488,0.60482633,0.032005068,-0.1432442,0.2881057,0.5406446,0.24906711,0.72165495,0.4473197,0.18841296,0.14138846,0.541021,0.24760671,-0.4922435,-0.3696672,0.13162681,830.84247,808.68134,799.41394,822.381,831.2454,0.0,0.0,-0.370361328125,0.05438232421875,0.930419921875,2.818756103515625,-3.850555419921875,2.16827392578125,1,1.0,1.0,1.0,1.0,100.00
2021-08-14 19:02:25.132,1.0211034,0.5584721,0.49949095,0.9817935,0.53837156,0.47782832,0.032322593,0.67175907,0.92304844,0.537019,0.29303318,1.0370629,0.47997147,0.20499045,0.17430036,0.5581012,-0.006954261,-0.37235335,-0.124571696,-0.00580586,814.7253,807.8755,808.68134,811.0989,737.3626,0.0,0.0,-0.3743896484375,0.05224609375,0.9244384765625,2.848663330078125,-3.775787353515625,1.77947998046875,1,1.0,1.0,1.0,1.0,100.00
