1629214371.000000, 1629214371.000000, 1629214371.000000
32.000000, 32.000000, 32.000000
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-5,44
-48,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-5,44
-47,-6,44
-47,-5,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-5,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-5,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-5,44
-47,-5,44
-47,-6,44
-47,-5,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-5,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-5,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-5,44
-47,-5,45
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-5,44
-47,-5,44
-47,-6,44
-47,-6,44
-47,-5,44
-47,-6,44
-47,-6,44
-48,-6,44
-47,-5,44
-47,-6,44
-47,-6,44
-48,-5,44
-48,-6,43
-47,-5,44
-47,-5,44
-48,-5,44
-48,-5,44
-47,-6,44
-47,-6,44
-47,-6,43
-48,-5,44
-48,-5,44
-47,-6,44
-47,-6,44
-47,-5,44
-48,-5,44
-48,-6,43
-47,-6,44
-47,-5,44
-48,-5,44
-47,-6,44
-47,-6,44
-48,-5,43
-48,-5,44
-48,-5,44
-48,-6,43
-48,-5,43
-47,-5,44
-47,-5,44
-48,-6,44
-48,-6,43
-47,-6,44
-47,-5,44
-47,-5,44
-48,-5,44
-48,-6,43
-47,-6,44
-47,-6,44
-47,-6,44
-47,-6,44
-47,-5,44
-47,-5,44
-48,-6,43
-48,-6,43
-48,-6,44
-47,-5,44
-47,-5,44
-48,-6,43
-48,-6,43
-47,-5,44
-47,-5,44
-47,-6,44
-48,-5,44
-47,-5,44
-48,-5,44
-48,-5,43
-48,-5,44
-47,-5,44
-47,-5,44
-47,-6,44
-47,-6,44
-48,-6,44
-47,-5,44
-48,-6,44
-48,-6,44
-47,-5,44
-47,-6,44
-47,-6,43
-47,-5,44
-47,-6,44
-47,-5,43
-48,-5,44
-48,-5,44
-48,-6,43
-48,-6,44
-47,-6,44
-47,-6,44
-47,-5,44
-47,-6,44
-48,-5,44
-47,-6,44
-48,-5,44
-47,-6,44
-47,-6,44
-48,-5,44
-48,-5,44
-47,-5,44
-48,-5,43
-47,-5,44
-47,-6,44
-47,-6,43
-47,-5,44
-48,-5,44
-48,-5,44
-48,-6,43
-48,-6,43
-47,-5,44
-47,-5,43
-48,-5,44
-48,-5,43
-47,-5,44
-48,-6,44
-48,-5,44
-48,-5,44
-48,-5,44
-48,-5,44
-48,-5,44
-48,-6,43
-48,-5,44
-48,-5,44
-47,-5,44
-47,-5,44
-47,-5,44
-48,-5,44
-48,-6,43
-48,-5,44
-48,-5,43
-47,-6,44
-48,-6,44
-47,-6,44
-47,-5,44
-47,-5,44
-47,-5,44
-47,-6,44
-47,-5,44
-48,-6,43
-48,-5,44
-48,-5,44
-48,-6,44
-47,-6,44
-47,-6,44
-48,-5,44
-48,-5,44
