1629287485.000000, 1629287485.000000, 1629287485.000000
32.000000, 32.000000, 32.000000
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-34,13,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,54
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,54
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,54
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,13,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-34,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-34,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,54
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,53
-33,14,54
-33,14,53
-33,14,54
-33,14,53
-33,14,53
-33,14,53
