TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-08-15 21:17:20.084,0.8073832,1.0504018,0.44505048,0.0,0.7830435,0.4807012,0.3656704,0.0,0.6530014,0.35238594,0.2287557,0.0,0.2989007,0.008268234,0.04027907,0.0,0.021092163,-0.29067883,-0.3788671,0.0,924.3223,877.5824,877.98535,981.53845,760.32965,0.0,0.0,-0.1243896484375,0.06219482421875,0.98431396484375,2.714080810546875,-4.08233642578125,0.85235595703125,1,1.0,1.0,1.0,1.0,70.00
2021-08-15 21:17:20.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 21:17:21.099,0.8073832,1.1119756,0.3744458,0.0,0.7830435,0.2176928,0.33598647,0.0,0.6530014,0.22387482,-0.11796519,0.0,0.2989007,-0.056640577,-0.1220539,0.0,0.021092163,-0.27791637,-0.5131661,0.0,801.02563,783.69965,802.6374,849.7802,748.24176,0.0,0.0,-0.12432861328125,0.06207275390625,0.98834228515625,3.27484130859375,-4.83001708984375,1.831817626953125,1,2.0,1.0,1.0,2.0,70.00
2021-08-15 21:17:22.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 21:17:22.120,0.8073832,0.78262436,1.050974,0.0,0.7830435,0.18822724,0.52497,0.0,0.6530014,0.3901198,0.39214918,0.0,0.2989007,0.18961515,0.1396822,0.0,0.021092163,-0.12123934,-0.34381908,0.0,790.54944,783.69965,808.2784,793.36993,757.1062,0.0,0.0,-0.11114501953125,0.06622314453125,0.9857177734375,2.452392578125,-4.059906005859375,1.45050048828125,1,2.0,1.0,1.0,2.0,70.00
2021-08-15 21:17:22.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 21:17:22.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 21:17:23.123,0.8073832,0.6669454,1.128014,0.0,0.7830435,0.6180497,1.2700535,0.0,0.6530014,0.825906,1.3903574,0.0,0.2989007,0.30025095,0.5857264,0.0,0.021092163,-0.102790065,-0.18593912,0.0,809.0842,791.75824,800.2198,839.304,815.9341,0.0,0.0,-0.10845947265625,0.0640869140625,0.9893798828125,2.385101318359375,-3.03558349609375,1.39068603515625,1,2.0,1.0,1.0,2.0,70.00
2021-08-15 21:17:24.131,1.4044317,0.39458045,0.8460509,1.8718652,1.4657973,-0.008021953,1.2952725,1.8438247,1.5850213,0.07159523,1.3903574,1.4857607,0.76583445,0.2712795,0.62993246,1.1687878,0.16870911,0.013755367,0.17582868,0.40951067,801.4286,777.25275,799.81683,788.5348,807.0696,0.0,0.0,-0.10040283203125,0.06280517578125,0.9918212890625,2.983245849609375,-3.940277099609375,2.213134765625,1,1.0,1.0,1.0,1.0,70.00
2021-08-15 21:17:25.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 21:17:25.139,0.47110304,0.34992057,0.38161364,1.8718652,0.52995163,-0.14545467,0.10498765,1.8438247,0.824977,0.22295135,0.058003273,1.4857607,0.6528156,0.23447907,0.13534224,1.1687878,-0.11587937,0.09748674,0.10297181,0.40951067,825.6044,788.1319,794.57874,838.49817,755.89746,0.0,0.0,-0.10137939453125,0.05841064453125,0.99127197265625,3.0206298828125,-3.96270751953125,2.086029052734375,1,1.0,1.0,1.0,1.0,70.00
2021-08-15 21:17:26.154,0.1063973,0.64415437,0.4513322,1.8718652,0.54674923,0.06684428,0.06359952,1.8438247,0.76214784,0.20111632,0.15933152,1.4857607,0.79412645,0.34178266,0.2408893,1.1687878,-0.19517274,0.08376841,0.18994412,0.40951067,798.20514,797.8022,791.3553,850.58606,849.3773,0.0,0.0,-0.0936279296875,0.06549072265625,0.9910888671875,3.850555419921875,-4.239349365234375,2.91595458984375,1,1.0,1.0,1.0,1.0,70.00
2021-08-15 21:17:26.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 21:17:27.177,0.1063973,0.82810426,0.3791605,1.8718652,0.54674923,0.30269158,-0.091060854,1.8438247,0.76214784,0.4079027,0.414824,1.4857607,0.79412645,0.35981908,0.34028697,1.1687878,-0.19517274,0.29153958,0.11702429,0.40951067,777.25275,792.5641,788.93774,785.31134,832.8571,0.0,0.0,-0.09625244140625,0.05743408203125,0.98870849609375,2.878570556640625,-3.401947021484375,1.65985107421875,1,1.0,1.0,1.0,1.0,70.00
