TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-08-16 23:45:08.197,0.0,0.525237,0.96858484,0.666657,0.0,0.40835428,0.73347384,0.8199041,0.0,0.72023875,0.5433313,0.7415448,0.0,0.9992308,0.91483665,0.3923955,0.0,0.65349966,0.5475958,-0.16599748,933.1868,807.47253,778.86444,836.8865,775.2381,0.0,0.0,-0.0928955078125,0.0189208984375,0.99481201171875,4.964599609375,-8.17962646484375,3.60382080078125,1,4.0,4.0,1.0,2.0,100.00
2021-08-16 23:45:08.550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:45:09.217,0.0,0.525237,0.96858484,0.666657,0.0,0.40835428,0.73347384,0.8199041,0.0,0.72023875,0.5433313,0.7415448,0.0,0.9992308,0.91483665,0.3923955,0.0,0.65349966,0.5475958,-0.16599748,995.64105,762.74725,867.1062,875.56775,829.6337,0.0,0.0,0.0286865234375,0.0604248046875,1.07147216796875,0.35888671875,12.404022216796875,15.783538818359375,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:45:09.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:45:09.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:45:10.234,0.0,0.525237,0.96858484,0.666657,0.0,0.40835428,0.73347384,0.8199041,0.0,0.72023875,0.5433313,0.7415448,0.0,0.9992308,0.91483665,0.3923955,0.0,0.65349966,0.5475958,-0.16599748,637.4359,755.89746,819.5604,848.97437,774.83514,0.0,0.0,-0.06298828125,0.020263671875,1.03082275390625,0.0897216796875,-1.652374267578125,-12.5909423828125,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:45:10.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:45:10.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:45:11.245,0.0,0.525237,0.96858484,0.666657,0.0,0.40835428,0.73347384,0.8199041,0.0,0.72023875,0.5433313,0.7415448,0.0,0.9992308,0.91483665,0.3923955,0.0,0.65349966,0.5475958,-0.16599748,1038.7546,723.663,763.5531,885.2381,779.67035,0.0,0.0,-0.04632568359375,0.013916015625,0.9949951171875,3.5589599609375,8.074951171875,2.64678955078125,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:45:11.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
