1629150303.000000, 1629150303.000000, 1629150303.000000
32.000000, 32.000000, 32.000000
-41,9,49
-40,10,50
-40,10,50
-40,9,50
-40,9,49
-40,9,50
-40,9,50
-40,10,50
-40,10,50
-40,9,49
-40,9,50
-41,10,50
-41,10,49
-41,10,49
-40,10,50
-40,9,50
-41,9,49
-40,9,50
-40,9,50
-40,10,49
-41,10,49
-40,9,49
-40,9,49
-40,9,49
-40,9,50
-40,9,49
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,49
-40,9,50
-41,9,49
-40,9,49
-40,9,50
-40,9,50
-40,9,49
-41,9,49
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,49
-40,9,50
-40,9,50
-40,9,50
-40,9,49
-40,8,50
-40,8,50
-40,9,49
-40,9,50
-41,8,50
-40,9,50
-39,9,50
-40,9,50
-40,9,50
-40,8,49
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-41,9,50
-40,9,50
-40,9,49
-41,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,50
-40,9,49
-40,9,49
-40,9,50
-40,9,50
-40,9,49
-40,9,49
-40,9,49
-41,9,49
-40,9,49
-41,9,49
-40,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-40,9,49
-40,9,50
-40,9,49
-40,9,50
-40,9,50
-40,9,49
-41,9,49
-40,9,49
-40,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-40,9,49
-41,9,49
-40,9,49
-41,9,49
-40,9,49
-40,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-40,9,50
-40,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,50
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-41,9,49
-40,10,50
-40,9,50
-41,9,49
-40,8,49
-41,8,49
-42,8,49
-41,8,49
-41,7,49
-39,7,49
-40,6,49
-40,6,49
-41,7,50
-40,8,50
-40,7,50
-39,8,51
-43,7,49
-41,8,49
-39,9,51
-38,9,51
-42,9,49
-42,10,49
-42,11,49
-42,10,49
-42,9,49
-40,9,49
-40,8,50
-40,6,49
