TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-08-15 12:47:39.800,1.202935,0.29142585,0.75345737,0.7662391,1.0637535,0.057990037,0.25695735,0.52450496,1.0444478,0.35509828,0.50655377,1.4994751,1.0661899,0.28453466,0.39614627,1.7265823,0.99776846,-0.033800345,-0.09509166,1.4200156,736.55676,758.71796,790.54944,780.4762,818.3516,0.0,0.0,-0.15234375,0.090087890625,1.02777099609375,4.089813232421875,-3.536529541015625,4.26177978515625,1,2.0,1.0,1.0,2.0,90.00
2021-08-15 12:47:40.829,1.202935,0.36348528,0.8323427,0.7662391,1.0637535,0.10862915,0.44991913,0.52450496,1.0444478,0.33049548,0.49036393,1.4994751,1.0661899,0.25180224,0.20176539,1.7265823,0.99776846,-0.05566904,-0.05186478,1.4200156,742.6007,781.28204,810.293,745.82416,813.1135,0.0,0.0,-0.08929443359375,0.0687255859375,1.00604248046875,1.15142822265625,-9.749755859375,-6.228179931640625,1,2.0,1.0,1.0,2.0,90.00
2021-08-15 12:47:41.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 12:47:41.280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 12:47:41.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 12:47:41.858,1.202935,0.38951203,0.33946446,0.7662391,1.0637535,0.058470186,0.1968626,0.52450496,1.0444478,0.28627855,0.22319566,1.4994751,1.0661899,0.26184103,0.08119571,1.7265823,0.99776846,-0.049127027,-0.15077664,1.4200156,886.04395,788.5348,813.91943,835.6777,836.08057,0.0,0.0,-0.0892333984375,0.15191650390625,0.950439453125,13.047027587890625,10.6170654296875,-3.087921142578125,1,2.0,1.0,1.0,2.0,100.00
2021-08-15 12:47:42.864,1.202935,0.38951203,0.99317265,0.7662391,1.0637535,0.058470186,0.61942244,0.52450496,1.0444478,0.28627855,0.7173336,1.4994751,1.0661899,0.26184103,0.23186554,1.7265823,0.99776846,-0.049127027,0.021260405,1.4200156,794.9817,786.1172,789.7436,830.0366,739.3773,0.0,0.0,-0.0479736328125,0.16973876953125,0.95635986328125,-9.861907958984375,2.572021484375,-12.269439697265625,1,2.0,1.0,1.0,2.0,100.00
2021-08-15 12:47:43.895,1.202935,0.9078495,0.6617779,0.7662391,1.0637535,0.38321808,0.20179486,0.52450496,1.0444478,0.56381375,0.36517403,1.4994751,1.0661899,0.54897434,0.56163806,1.7265823,0.99776846,0.45371544,0.3465753,1.4200156,786.1172,806.26373,797.8022,802.23444,768.3883,0.0,0.0,-0.09918212890625,0.0799560546875,0.984619140625,2.28790283203125,-1.98883056640625,3.12530517578125,1,2.0,1.0,1.0,2.0,100.00
2021-08-15 12:47:44.907,1.0148197,0.51342,0.46218586,0.7662391,0.5920126,0.24910684,0.37253302,0.52450496,0.5328253,0.3801143,0.39834753,1.4994751,0.88152754,0.43825206,0.5332491,1.7265823,0.72759974,0.26575008,0.41829526,1.4200156,799.41394,807.8755,806.6667,797.8022,892.8938,0.0,0.0,-0.11480712890625,0.07708740234375,0.9833984375,2.7813720703125,-3.75335693359375,1.547698974609375,1,2.0,1.0,1.0,2.0,100.00
2021-08-15 12:47:45.924,0.37280947,0.4614961,0.5572886,1.1198075,0.37283954,0.36784777,0.49389517,0.3517823,0.25902733,-0.04813382,0.3004742,0.6627398,0.73236096,0.45960578,0.49493235,0.8665919,0.4977973,0.04458942,0.12853679,0.3841901,788.5348,803.0403,800.2198,780.4762,770.40295,0.0,0.0,-0.10150146484375,0.072509765625,0.9844970703125,2.235565185546875,-4.56085205078125,1.517791748046875,1,1.0,1.0,1.0,1.0,100.00
2021-08-15 12:47:46.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-08-15 12:47:46.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 12:47:46.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
