TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-08-15 23:08:06.877,1.1617293,1.5039196,0.9785214,1.0243807,1.2825758,0.86600846,0.8495889,0.8311772,1.0873258,0.6777265,0.5425159,0.8149781,0.5237168,0.37894204,0.53073955,0.5800992,-0.0758658,-0.12796707,-0.18904485,0.6992312,935.2015,807.0696,767.5824,888.46155,824.3956,0.0,0.0,-0.267578125,0.12103271484375,0.9639892578125,11.88812255859375,3.18511962890625,-23.01361083984375,1,1.0,1.0,1.0,1.0,100.00
2021-08-15 23:08:07.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 23:08:07.896,1.1617293,1.5039196,0.9785214,1.0243807,1.2825758,0.86600846,0.8495889,0.8311772,1.0873258,0.6777265,0.5425159,0.8149781,0.5237168,0.37894204,0.53073955,0.5800992,-0.0758658,-0.12796707,-0.18904485,0.6992312,740.58606,772.01465,768.7912,826.4103,712.7839,0.0,0.0,-0.36260986328125,0.04803466796875,0.9268798828125,12.030181884765625,-3.93280029296875,1.443023681640625,1,2.0,1.0,1.0,2.0,100.00
2021-08-15 23:08:08.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 23:08:08.936,1.1617293,1.5039196,0.9785214,1.0243807,1.2825758,0.86600846,0.8495889,0.8311772,1.0873258,0.6777265,0.5425159,0.8149781,0.5237168,0.37894204,0.53073955,0.5800992,-0.0758658,-0.12796707,-0.18904485,0.6992312,875.56775,792.96704,741.79486,852.1978,853.4066,0.0,0.0,-0.3741455078125,0.0516357421875,0.86529541015625,4.0374755859375,14.3255615234375,-9.5703125,1,2.0,1.0,1.0,2.0,100.00
2021-08-15 23:08:09.971,1.1617293,1.5039196,0.9785214,1.0243807,1.2825758,0.86600846,0.8495889,0.8311772,1.0873258,0.6777265,0.5425159,0.8149781,0.5237168,0.37894204,0.53073955,0.5800992,-0.0758658,-0.12796707,-0.18904485,0.6992312,750.65936,769.19415,777.25275,821.978,792.96704,0.0,0.0,-0.303955078125,0.0191650390625,0.9300537109375,2.28790283203125,-3.970184326171875,-1.772003173828125,1,2.0,1.0,1.0,2.0,100.00
2021-08-15 23:08:10.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 23:08:10.978,1.1617293,1.5039196,0.9785214,1.0243807,1.2825758,0.86600846,0.8495889,0.8311772,1.0873258,0.6777265,0.5425159,0.8149781,0.5237168,0.37894204,0.53073955,0.5800992,-0.0758658,-0.12796707,-0.18904485,0.6992312,878.7912,830.0366,803.44324,850.989,948.9011,0.0,0.0,-0.3228759765625,0.03045654296875,0.94818115234375,1.308441162109375,17.189178466796875,3.90289306640625,1,2.0,1.0,1.0,2.0,100.00
2021-08-15 23:08:11.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-15 23:08:12.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
