TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-08-17 23:07:48.160,-1.5117686,0.55197155,0.5826524,0.22191206,-1.2633452,0.023339406,0.0011101932,0.29857892,-0.9352392,0.039340902,0.42555127,0.5190953,-0.67385685,0.071873434,0.252358,0.22895952,-0.91889894,-0.50337064,-0.14887376,0.013532538,804.2491,809.4872,827619,874.7619,972674,0.0,0.0,-0.39483642578125,0.01263427734375,0.90850830078125,2.691650390625,-3.536529541015625,2.4224853515625,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:07:49.193,-1.1153538,0.73766863,0.108461015,0.47207445,-1.1974671,0.14836352,-0.021638112,0.37363657,-0.92805225,0.17205182,0.28290766,0.7320647,-0.58720493,0.010039131,0.06230298,0.38446304,-0.9246526,-0.33279967,-0.18249063,-0.14347054,803.0403,823.1868,813.91943,813.5165,808.2784,0.0,0.0,-0.3922119140625,0.006103515625,0.9161376953125,3.39447021484375,-3.42437744140625,0.037384033203125,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:07:50.225,-0.970504,0.7245561,0.27060026,0.81200475,-1.2296845,0.13456815,0.16970628,0.46822843,-0.8053845,0.15985364,0.23375034,0.7547869,-0.71751016,-0.07461023,0.14305161,0.38534996,-0.7586585,-0.3623951,-0.19892095,-0.084504806,804.65204,807.0696,875.9707,823.5897,967.8388,0.0,0.0,-0.38800048828125,0.00531005859375,0.916259765625,3.4991455078125,-3.237457275390625,1.27105712890625,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:07:51.240,-1.0915713,0.7208635,0.45696637,1.00765,-1.1403806,0.15951124,0.22533537,0.54194206,-0.6693995,0.052740123,0.024274321,0.3370741,-0.6084164,-0.22081712,0.169931,0.3680577,-0.8054598,-0.43084815,-0.2579725,-0.09344626,802.6374,825.6044,822381,660.80585,699.4872,0.0,0.0,-0.3841552734375,0.013427734375,0.9197998046875,2.76641845703125,-4.807586669921875,3.222503662109375,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:07:52.276,-1.2072961,1.1611134,0.92252326,1.00765,-1.1385776,0.5792552,0.6670543,0.54194206,-0.5534168,-0.19804211,0.479978,0.3370741,-0.70246655,-0.1394686,0.24373637,0.3680577,-1.0448484,-0.4512416,0.025159352,-0.09344626,806.26373,826.0073,809.89014,769.19415,697.0696,0.0,0.0,-0.396484375,0.00555419921875,0.90814208984375,2.474822998046875,-3.087921142578125,0.829925537109375,1,4.0,1.0,1.0,1.0,70.00,
2021-08-17 23:07:53.283,-1.2891507,0.8557194,0.6054352,0.6010468,-0.8660998,0.51110137,0.35714963,0.1791024,-0.52427536,-0.010225909,0.45639932,0.24198109,-0.4892348,-0.12858608,0.15806112,0.33279312,-0.83464414,-0.39637265,-0.18801449,-0.288605,796.1905,816.7399,811.9048,778.46155,720.84247,0.0,0.0,-0.38616943359375,0.00286865234375,0.92352294921875,2.056121826171875,-4.2169189453125,2.46734619140625,1,4.0,1.0,1.0,1.0,70.00,
2021-08-17 23:07:54.296,-1.5186079,0.33855078,0.05649374,0.4919339,-1.1390413,0.1641835,-0.14382161,0.42547008,-0.53588766,0.32536215,0.24144128,0.48074192,-0.5687066,-0.046879552,0.12669264,0.31555015,-0.6617888,-0.44454232,-0.17686225,-0.22591607,801.4286,811.0989,818.7546,816337,765.16486,0.0,0.0,-0.37603759765625,0.00579833984375,0.91693115234375,2.25799560546875,-4.553375244140625,1.74957275390625,1,4.0,1.0,1.0,1.0,70.00,
2021-08-17 23:07:55.306,-1.3243059,-0.19369534,0.075241,0.11045175,-1.2935673,0.035567246,0.024017544,0.3904971,-0.6767654,0.3093189,0.4252088,0.52432406,-0.616335,-0.09084921,0.07029724,0.20107463,-0.5335357,-0.4522346,-0.24236114,-0.23702526,801.8315,791.75824,794.9817,813.91943,827.2161,0.0,0.0,-0.35498046875,0.00775146484375,0.9354248046875,3.21502685546875,-2.669219970703125,1.27105712890625,1,4.0,1.0,1.0,1.0,70.00,
2021-08-17 23:07:56.327,-1.0034704,0.48133162,0.9774069,0.1881021,-1.1055675,-0.02819642,0.7006088,-0.31719366,-0.53540486,0.27798513,0.7129547,0.38203523,-0.570437,-0.035269886,0.1041671,0.24738261,-0.68171835,-0.44465604,-0.41244686,-0.2915309,802.6374,808.2784,823.9927,801.02563,772.8205,0.0,0.0,-0.3585205078125,0.002685546875,0.92596435546875,2.684173583984375,-4.05242919921875,1.33087158203125,1,4.0,1.0,1.0,1.0,70.00,
2021-08-17 23:07:57.346,-0.8874755,0.43027627,0.5401566,0.77560157,-1.0593951,-0.07181583,-0.15758486,0.5272217,-0.47272548,0.19529918,0.1572963,0.768162,-0.6254462,-0.015499984,0.027751584,0.4965964,-0.72730964,-0.5740967,-0.41966355,-0.21454898,804.2491,799011,827619,849.7802,875.16486,0.0,0.0,-0.35235595703125,0.0062255859375,0.93804931640625,2.67669677734375,-3.27484130859375,2.811279296875,1,4.0,1.0,1.0,1.0,70.00,
2021-08-17 23:07:58.375,-1.1916009,-0.011064198,0.22830737,0.6890386,-1.1573713,-0.3942133,-0.21710959,0.64790094,-0.796019,0.19143015,-0.035641074,0.8863976,-0.7011328,-0.14578818,0.08941868,0.37052202,-0.5618882,-0.62803644,-0.27857015,-0.26433375,802.6374,751.06226,745.0183,838.49817,720.84247,0.0,0.0,-0.34844970703125,0.00628662109375,0.9263916015625,3.5888671875,-2.071075439453125,1.428070068359375,1,4.0,1.0,1.0,1.0,70.00,
2021-08-17 23:07:59.385,-1.088143,0.35939968,0.77335584,0.3227584,-0.93586767,-0.5782133,-0.17916584,0.4352165,-0.6774745,-0.100888275,-0.003952742,0.5148744,-0.6742378,-0.070633605,0.17800516,0.3585605,-0.5897188,-0.43737173,-0.36591122,-0.33568883,802.6374,813.5165,873.1502,881.6117,842.52747,0.0,0.0,-0.350830078125,0.00146484375,0.9327392578125,2.332763671875,-4.007568359375,0.52337646484375,1,4.0,1.0,1.0,1.0,70.00,
2021-08-17 23:08:00.411,-1.1258591,1.1125828,0.9034337,0.3227584,-1.1646057,-0.016694827,-0.16136687,0.4352165,-0.5896646,-0.21689093,0.10833474,0.5148744,-0.65955615,-0.3229155,0.28032917,0.3585605,-0.62633973,-0.61899877,-0.41771132,-0.33568883,803.0403,838.0952,847.3626,797.3993,713.9927,0.0,0.0,-0.342041015625,0.0103759765625,0.9345703125,3.013153076171875,-3.94775390625,1.682281494140625,1,4.0,1.0,1.0,1.0,70.00,
2021-08-17 23:08:01.471,-1.060475,1.1134288,0.96815497,0.3227584,-1.5988772,0.31120005,0.17744918,0.4352165,-0.69492763,-0.06927762,0.22158182,0.5148744,-0.5525258,-0.21087493,0.3267311,0.3585605,-0.78531736,-0.5800946,-0.3529681,-0.33568883,803.0403,815.5311,840.10986,752.27106,767.5824,0.0,0.0,-0.35443115234375,0.02923583984375,0.92852783203125,2.265472412109375,-3.043060302734375,1.592559814453125,1,4.0,1.0,1.0,1.0,70.00,
2021-08-17 23:08:02.488,-1.0665857,0.8897991,0.46457484,0.3227584,-1.2858179,0.28723416,0.35237327,0.4352165,-0.64935005,-0.28569272,0.2401,0.5148744,-0.43255553,-0.012745276,0.028053375,0.3585605,-0.759912,-0.701452,-0.38163126,-0.33568883,803.0403,844.94507,848.5714,775.2381,757.50916,0.0,0.0,-0.34503173828125,0.02227783203125,0.94189453125,3.282318115234375,-2.691650390625,2.75146484375,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:03.508,-1.4060386,0.51200104,0.5527908,0.46813306,-1.3506101,0.014918608,0.27446604,0.26538408,-0.65967375,0.2885712,0.31903955,0.45197403,-0.7207694,-0.090234175,0.04772789,0.3805635,-0.7733047,-0.68720305,-0.37794644,-0.1292877,800.2198,829.2308,832.4542,820.7692,701.0989,0.0,0.0,-0.34161376953125,0.0137939453125,0.92913818359375,2.370147705078125,-4.807586669921875,1.667327880859375,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:04.546,-1.4500545,0.44603926,0.47115406,0.44355634,-0.95629984,0.06553009,-0.031521674,0.035308167,-0.9438045,0.38971862,0.33598506,0.44278142,-0.65234596,-0.025065927,0.0678287,0.48775914,-0.6804106,-0.4730174,-0.38408905,-0.21609175,799.41394,807.47253,811.50183,796.99634,805.4579,0.0,0.0,-0.34649658203125,0.01287841796875,0.92962646484375,2.82623291015625,-2.669219970703125,0.605621337890625,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:05.571,-1.0256776,0.28480566,0.29176557,0.8109497,-0.9843135,0.21868096,0.10171073,0.56651616,-0.63477486,0.2313218,0.10635679,0.8930382,-0.4701747,0.024437508,-0.0332257,0.45986527,-0.45669082,-0.32734072,-0.35693157,-0.09317306,803.44324,802.6374,815.9341,830.0366,1048.4249,0.0,0.0,-0.3502197265625,0.00848388671875,0.9290771484375,2.415008544921875,-4.05242919921875,1.742095947265625,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:06.624,-1.0974367,-0.14805536,0.28884563,0.85353166,-1.2073983,-0.22768326,0.07786999,0.67452395,-0.6664156,0.02753283,0.18124275,0.83232653,-0.38732496,0.10274996,-0.068007626,0.49000105,-0.5179343,-0.5035739,-0.3149863,-0.04294624,801.8315,807.47253,822.7839,800.2198,720.84247,0.0,0.0,-0.34637451171875,0.0184326171875,0.942138671875,2.549591064453125,-3.955230712890625,1.42059326171875,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:07.649,-1.1822652,-0.067978814,0.271183,0.5392454,-1.2419925,-0.22578806,0.06909528,0.487495,-0.72925425,0.2789202,0.28007933,0.69834554,-0.45344147,-0.06910143,-0.1445133,0.32740238,-0.6837704,-0.5830638,-0.57783324,-0.22602315,803.0403,795.38464,809.89014,822381,818.3516,0.0,0.0,-0.33929443359375,0.018798828125,0.93890380859375,3.39447021484375,-3.581390380859375,1.09161376953125,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:08.676,-1.4410964,0.12390353,0.14859112,0.31370568,-0.8821824,0.0627842,-0.0018946619,0.29087275,-0.5297203,0.41869676,0.26216128,0.6213722,-0.42778274,-0.054163612,0.049770664,0.21460846,-0.68378,-0.2220351,-0.6277734,-0.32580116,805.8608,812.71063,811.50183,819.9634,796.1905,0.0,0.0,-0.33343505859375,0.01483154296875,0.94573974609375,1.607513427734375,-2.923431396484375,2.564544677734375,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:09.706,-1.4410964,0.12390353,0.14859112,0.31370568,-0.8821824,0.0627842,-0.0018946619,0.29087275,-0.5297203,0.41869676,0.26216128,0.6213722,-0.42778274,-0.054163612,0.049770664,0.21460846,-0.68378,-0.2220351,-0.6277734,-0.32580116,805.8608,812.71063,811.50183,819.9634,796.1905,0.0,0.0,-0.33343505859375,0.01483154296875,0.94573974609375,1.607513427734375,-2.923431396484375,2.564544677734375,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:20.723,-1.4410964,0.12390353,0.14859112,0.31370568,-0.8821824,0.0627842,-0.0018946619,0.29087275,-0.5297203,0.41869676,0.26216128,0.6213722,-0.42778274,-0.054163612,0.049770664,0.21460846,-0.68378,-0.2220351,-0.6277734,-0.32580116,796.99634,767.5824,803.44324,699.4872,661.2088,0.0,0.0,-0.33404541015625,0.01263427734375,0.92718505859375,3.327178955078125,-2.51220703125,1.4654541015625,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:21.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.0403,825.6044,821.1722,732.9304,676.52014,0.0,0.0,-0.332275390625,0.0089111328125,0.94580078125,2.938385009765625,-3.48419189453125,0.964508056640625,0,4.0,4.0,4.0,4.0,75.00,
2021-08-17 23:08:22.760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.7729,823.1868,821.5751,888.86444,977.9121,0.0,0.0,-0.347412109375,0.0128173828125,0.939453125,3.043060302734375,-3.686065673828125,1.069183349609375,0,4.0,4.0,4.0,4.0,75.00,
2021-08-17 23:08:23.773,-2.0101225,1.0553607,0.21025507,0.0,-1.559236,0.49919635,-0.3419315,0.0,-0.95851743,0.4826062,-0.033322766,0.0,-0.55609465,0.17727906,-0.009983541,0.0,-0.59544915,-0.06114677,-0.40327063,0.0,761.9414,810696,804.2491,677.72894,651.13556,0.0,0.0,-0.34344482421875,0.0120849609375,0.9405517578125,4.0972900390625,-3.45428466796875,1.8841552734375,1,2.0,1.0,1.0,2.0,75.00,
2021-08-17 23:08:24.792,-1.1011158,1.1751361,1.1367278,0.9802526,-0.9035493,0.7255441,0.29405954,0.6796928,-0.6937422,0.526794,0.52097803,0.66431785,-0.5403393,0.19254419,-0.0012685646,0.31708178,-0.5558652,-0.025532713,-0.37793317,0.17130923,871.53845,836.08057,819.5604,919.89014,913.8461,0.0,0.0,-0.347412109375,3.662109375E-4,0.9530029296875,0.2392578125,-2.25799560546875,1.07666015625,1,1.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:25.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-17 23:08:25.807,-0.8258871,1.2634069,1.2363429,0.9976085,-0.8632121,0.8123957,0.7517708,0.6808518,-0.5514711,0.526794,0.52887046,0.6319905,-0.45974085,0.21774569,-0.064281635,0.28405666,-0.34599337,0.017295348,-0.3517076,0.19913074,718.4249,828022,821.5751,604.7985,701.9048,0.0,0.0,-0.37786865234375,-0.0159912109375,0.9315185546875,2.908477783203125,-3.39447021484375,2.91595458984375,1,1.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:26.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-17 23:08:26.809,-0.93782014,1.2243785,0.73131526,0.9976085,-0.74298394,0.6129833,0.6205431,0.6808518,-0.5610085,0.6957788,0.51862675,0.6319905,-0.5159342,0.32268536,-0.0526281,0.28405666,-0.4283863,-0.30363953,-0.38784364,0.19913074,896.9231,785.7143,800.2198,1028.2784,960989,0.0,0.0,-0.3505859375,0.0013427734375,0.9200439453125,5.106658935546875,-4.538421630859375,1.831817626953125,1,1.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:27.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Marker/1
2021-08-17 23:08:27.842,-1.0333754,1.2457234,0.885551,0.9976085,-0.4084144,0.6078867,0.62950146,0.6808518,-0.25370863,0.6704887,0.44432977,0.6319905,-0.37610328,0.36383468,-0.0667247,0.28405666,-0.27412468,-0.25865728,-0.62543374,0.19913074,788.1319,998.46155,838.9011,1098.3883,1143.1135,0.0,0.0,-0.345458984375,0.008056640625,0.93621826171875,3.297271728515625,-3.043060302734375,1.368255615234375,1,1.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:27.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-17 23:08:28.875,-0.9158863,1.1301167,0.94253063,0.9976085,-0.5466527,0.55775976,0.57898504,0.6808518,-0.25650176,0.6612098,0.42903852,0.6319905,-0.50429845,0.3642965,-0.08790846,0.28405666,-0.25711823,-0.2899341,-0.56674224,0.19913074,806.6667,886.4469,821.1722,692.6374,660.40295,0.0,0.0,-0.357177734375,0.00543212890625,0.92578125,3.1402587890625,-3.6187744140625,1.667327880859375,1,1.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:29.894,-1.1836414,1.1761718,1.1569656,0.9976085,-1.2471052,0.633768,0.6245063,0.6808518,-0.7549888,0.3692616,0.40731412,0.6319905,-0.55566645,0.3712017,-0.056724843,0.28405666,-0.5233968,0.08362311,-0.21999742,0.19913074,795.78754,850.58606,803.0403,757.1062,639.0476,0.0,0.0,-0.347900390625,0.00927734375,0.93719482421875,2.893524169921875,-2.639312744140625,2.624359130859375,1,4.0,1.0,1.0,1.0,75.00,
2021-08-17 23:08:30.910,-1.2536936,1.145083,0.92261904,0.9976085,-1.1366334,0.62564266,0.6971224,0.6808518,-0.68945056,0.440569,0.33229882,0.6319905,-0.35082245,0.28497314,-0.16639219,0.28405666,-0.7266576,-0.089597486,-0.26342297,0.19913074,808.68134,820.7692,811.50183,739.7802,641.8681,0.0,0.0,-0.34735107421875,0.00567626953125,0.9320068359375,3.147735595703125,-2.58697509765625,1.054229736328125,1,4.0,1.0,1.0,1.0,75.00,
