TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-08-16 23:02:29.208,1.2979592,0.9768251,0.5954928,1.8715892,0.6345165,0.65582883,0.21060914,1.6880149,0.8518634,0.29473376,0.09489476,1.497997,0.5009192,-0.12963529,-0.2437222,1.1358683,-0.073695384,-0.26562026,-0.35384598,0.3866335,859.45056,800.6227,803.0403,859.0476,797.8022,0.0,0.0,-0.59375,0.12579345703125,0.78216552734375,6.1309814453125,19.312591552734375,4.583282470703125,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:02:30.230,1.2979592,0.93904877,0.50149494,1.8715892,0.6345165,0.64338773,0.08522776,1.6880149,0.8518634,0.27239722,-0.11059579,1.497997,0.5009192,-0.15442623,-0.20217793,1.1358683,-0.073695384,-0.27883935,-0.38546312,0.3866335,1087.5092,731.31866,819.5604,744.21246,700.696,0.0,0.0,-0.072265625,0.16754150390625,0.8131103515625,41.728057861328125,-91.0675048828125,-176.28067016601562,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:02:30.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:30.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:30.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:31.260,1.2979592,0.93904877,0.5381301,1.8715892,0.6345165,0.64338773,-0.17574438,1.6880149,0.8518634,0.27239722,-0.16279607,1.497997,0.5009192,-0.15442623,-0.06262442,1.1358683,-0.073695384,-0.27883935,-0.36041865,0.3866335,1376.0073,867.1062,800.6227,824.3956,828.022,0.0,0.0,0.0455322265625,0.1148681640625,0.967529296875,3.760833740234375,-13.29376220703125,3.2000732421875,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:02:31.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:31.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:32.280,1.2979592,0.93904877,0.65794325,1.8715892,0.6345165,0.64338773,-0.11954441,1.6880149,0.8518634,0.27239722,0.0704633,1.497997,0.5009192,-0.15442623,0.022279406,1.1358683,-0.073695384,-0.27883935,-0.25266096,0.3866335,1046.8132,853.8095,773.22345,785.7143,833.663,0.0,0.0,-0.28497314453125,0.29443359375,0.9580078125,-9.46563720703125,-29.256744384765625,107.98004150390625,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:02:32.539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:33.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:33.292,1.2979592,0.93904877,0.61057866,1.8715892,0.6345165,0.64338773,-0.113559365,1.6880149,0.8518634,0.27239722,-0.077418305,1.497997,0.5009192,-0.15442623,0.111467086,1.1358683,-0.073695384,-0.27883935,-0.12494689,0.3866335,931.1722,877.5824,795.38464,571.75824,1638.3151,0.0,0.0,0.4688720703125,-0.03192138671875,0.9334716796875,3.33465576171875,-3.132781982421875,-26.101531982421875,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:02:33.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:33.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:34.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:34.314,1.2979592,0.93904877,0.7405983,1.8715892,0.6345165,0.64338773,-0.024993181,1.6880149,0.8518634,0.27239722,-0.13001683,1.497997,0.5009192,-0.15442623,0.16482525,1.1358683,-0.073695384,-0.27883935,-0.05325969,0.3866335,819.9634,622.9304,823.5897,742.6007,0.0,0.0,0.0,0.3516845703125,0.26171875,1.08013916015625,-27.454833984375,-50.909576416015625,69.96795654296875,1,2.0,1.0,1.0,4.0,100.00
2021-08-16 23:02:34.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:35.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:35.340,1.2979592,0.93904877,0.7405983,1.8715892,0.6345165,0.64338773,-0.024993181,1.6880149,0.8518634,0.27239722,-0.13001683,1.497997,0.5009192,-0.15442623,0.16482525,1.1358683,-0.073695384,-0.27883935,-0.05325969,0.3866335,968.24176,736.55676,837.28937,765.9707,553.6264,0.0,0.0,-0.334228515625,0.089111328125,0.9327392578125,2.61688232421875,65.54168701171875,-0.0299072265625,1,2.0,1.0,1.0,4.0,100.00
2021-08-16 23:02:36.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:36.354,1.2979592,0.93904877,0.7405983,1.8715892,0.6345165,0.64338773,-0.024993181,1.6880149,0.8518634,0.27239722,-0.13001683,1.497997,0.5009192,-0.15442623,0.16482525,1.1358683,-0.073695384,-0.27883935,-0.05325969,0.3866335,456.92307,768.7912,823.9927,672.8938,765.56775,0.0,0.0,-0.468994140625,0.09912109375,0.86920166015625,3.401947021484375,-6.62445068359375,5.0244140625,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:02:37.376,1.2979592,0.93904877,0.7405983,1.8715892,0.6345165,0.64338773,-0.024993181,1.6880149,0.8518634,0.27239722,-0.13001683,1.497997,0.5009192,-0.15442623,0.16482525,1.1358683,-0.073695384,-0.27883935,-0.05325969,0.3866335,581.02563,795.38464,803.44324,695.05493,774.0293,0.0,0.0,-0.45367431640625,0.107177734375,0.87060546875,2.31781005859375,-2.624359130859375,1.547698974609375,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:02:38.379,1.2979592,0.50727,0.28301495,1.8715892,0.6345165,0.15956976,-0.19957356,1.6880149,0.8518634,0.19834384,0.4952118,1.497997,0.5009192,-0.16454561,-0.09872955,1.1358683,-0.073695384,-0.4049409,-0.5425151,0.3866335,711.5751,803.44324,806.6667,823.9927,743.4066,0.0,0.0,-0.45428466796875,0.1103515625,0.88226318359375,3.46923828125,-4.792633056640625,2.878570556640625,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:02:39.410,1.2979592,0.3161946,-0.1304509,1.8715892,0.6345165,0.15667476,-0.13805234,1.6880149,0.8518634,0.17399234,0.29278532,1.497997,0.5009192,-0.19911964,-0.21609776,1.1358683,-0.073695384,-0.4103947,-0.71524954,0.3866335,784.10254,805.05493,809.4872,813.91943,854.21246,0.0,0.0,-0.450439453125,0.1055908203125,0.87811279296875,2.4822998046875,-3.54400634765625,1.428070068359375,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:02:39.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:40.427,1.2979592,0.57308394,0.2936262,1.8715892,0.6345165,0.46786958,0.10685501,1.6880149,0.8518634,0.49319956,0.20246148,1.497997,0.5009192,-0.15864861,-0.11686724,1.1358683,-0.073695384,-0.52174824,-0.67201465,0.3866335,838.0952,817.1429,794.57874,880.40295,735.7509,0.0,0.0,-0.446533203125,0.1129150390625,0.879638671875,3.102874755859375,-3.66363525390625,1.3458251953125,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:02:41.439,1.2979592,0.69928694,0.28327703,1.8715892,0.6345165,0.44377142,0.0029072338,1.6880149,0.8518634,0.50404185,0.10216792,1.497997,0.5009192,-0.07884283,0.0075110877,1.1358683,-0.073695384,-0.44351876,-0.7304889,0.3866335,794.17584,811.9048,800.2198,816.7399,734.5421,0.0,0.0,-0.45159912109375,0.10614013671875,0.8997802734375,2.392578125,-4.20196533203125,1.45050048828125,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:02:42.459,1.2979592,0.06747043,0.053579412,1.8715892,0.6345165,-0.21110883,-0.28298983,1.6880149,0.8518634,0.039260417,-0.01847069,1.497997,0.5009192,-0.0551038,-0.09373618,1.1358683,-0.073695384,-0.42620784,-0.6553784,0.3866335,855.0183,801.8315,813.1135,826.8132,877.98535,0.0,0.0,-0.4434814453125,0.11004638671875,0.88714599609375,3.312225341796875,-3.51409912109375,1.966400146484375,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 23:02:43.472,1.1386527,0.18349664,0.11297216,1.1089007,0.8191825,-0.19951999,-0.27988446,0.109804034,0.40103254,-0.14353162,-0.048644446,0.44346473,0.5249018,-0.12526946,-0.19794342,0.55599976,0.16762865,-0.4331487,-0.6314654,-0.14726849,862.674,800.6227,810.696,861.4652,767.5824,0.0,0.0,-0.44158935546875,0.11322021484375,0.8880615234375,2.67669677734375,-3.790740966796875,1.62994384765625,1,1.0,1.0,1.0,1.0,100.00
2021-08-16 23:02:44.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:44.476,1.1025289,0.5062046,0.20868933,0.92633855,0.85613036,-0.05524338,0.025451837,0.30499557,0.72635627,-0.012566737,0.27655366,0.9127924,0.43806523,-0.04515804,0.035873458,0.50167054,-0.10723201,-0.521228,-0.6696357,-0.19237022,818.7546,799.41394,799.011,821.5751,716.4103,0.0,0.0,-0.44390869140625,0.1112060546875,0.89166259765625,2.310333251953125,-3.342132568359375,1.4056396484375,1,1.0,1.0,1.0,1.0,100.00
2021-08-16 23:02:45.525,1.2872913,0.343227,0.49668851,0.7790124,1.1676011,-0.1653355,0.13786371,0.5294028,0.922329,-0.01859574,0.17809086,0.8962336,0.67978007,0.066072986,-0.020384017,0.36710677,-0.2717098,-0.6000844,-0.6267826,-0.2196262,874.7619,812.71063,817.5458,842.52747,831.2454,0.0,0.0,-0.43572998046875,0.111572265625,0.900390625,3.050537109375,-3.5888671875,2.310333251953125,1,1.0,1.0,1.0,1.0,100.00
2021-08-16 23:02:45.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 23:02:46.541,1.380523,0.6647754,0.31228435,0.78824645,1.3349555,0.48833105,0.07731389,0.16474846,0.9204338,0.21057473,-0.09775785,0.26762924,0.8070058,-0.010690379,-0.08041804,0.17092274,-0.27618673,-0.38826796,-0.49191502,-0.27114767,809.4872,807.8755,805.05493,813.91943,704.7253,0.0,0.0,-0.43341064453125,0.10693359375,0.89166259765625,2.594451904296875,-2.97576904296875,1.263580322265625,1,1.0,1.0,1.0,1.0,100.00
2021-08-16 23:02:47.580,1.380523,0.8316629,0.44480145,0.78824645,1.3349555,0.61976004,0.29055884,0.16474846,0.9204338,0.47064537,0.39532652,0.26762924,0.8070058,-0.04750891,0.08843729,0.17092274,-0.27618673,-0.32545808,-0.4416264,-0.27114767,845.34796,815.5311,804.2491,834.87177,732.9304,0.0,0.0,-0.449462890625,0.1124267578125,0.8897705078125,2.76641845703125,-4.299163818359375,-0.19439697265625,1,1.0,1.0,1.0,1.0,100.00
