1629196813.000000, IBI
10.296875,0.671875
11.000000,0.703125
11.750000,0.750000
12.531250,0.781250
13.234375,0.703125
13.953125,0.718750
14.671875,0.718750
15.390625,0.718750
16.046875,0.656250
16.656250,0.609375
17.265625,0.609375
17.843750,0.578125
18.406250,0.562500
18.953125,0.546875
19.531250,0.578125
20.250000,0.718750
20.968750,0.718750
21.640625,0.671875
22.296875,0.656250
23.015625,0.718750
23.765625,0.750000
24.453125,0.687500
25.109375,0.656250
25.812500,0.703125
26.562500,0.750000
27.296875,0.734375
27.968750,0.671875
28.687500,0.718750
29.437500,0.750000
30.250000,0.812500
31.046875,0.796875
31.781250,0.734375
32.546875,0.765625
33.312500,0.765625
34.109375,0.796875
34.828125,0.718750
35.625000,0.796875
36.468750,0.843750
37.312500,0.843750
38.062500,0.750000
38.734375,0.671875
39.421875,0.687500
40.062500,0.640625
40.703125,0.640625
41.390625,0.687500
42.109375,0.718750
42.937500,0.828125
43.687500,0.750000
44.406250,0.718750
45.234375,0.828125
46.203125,0.968750
47.125000,0.921875
47.921875,0.796875
48.718750,0.796875
49.531250,0.812500
50.343750,0.812500
51.078125,0.734375
51.781250,0.703125
52.484375,0.703125
53.187500,0.703125
53.953125,0.765625
54.656250,0.703125
55.296875,0.640625
55.921875,0.625000
56.562500,0.640625
57.281250,0.718750
58.125000,0.843750
58.906250,0.781250
59.593750,0.687500
60.296875,0.703125
61.031250,0.734375
61.796875,0.765625
62.562500,0.765625
63.296875,0.734375
64.015625,0.718750
64.796875,0.781250
65.609375,0.812500
66.437500,0.828125
67.156250,0.718750
67.906250,0.750000
68.687500,0.781250
69.515625,0.828125
70.328125,0.812500
71.078125,0.750000
71.859375,0.781250
72.640625,0.781250
73.390625,0.750000
74.062500,0.671875
74.750000,0.687500
75.453125,0.703125
76.203125,0.750000
76.906250,0.703125
77.609375,0.703125
78.328125,0.718750
79.109375,0.781250
79.859375,0.750000
80.562500,0.703125
81.281250,0.718750
82.031250,0.750000
82.781250,0.750000
83.468750,0.687500
84.156250,0.687500
84.859375,0.703125
85.578125,0.718750
86.328125,0.750000
87.031250,0.703125
87.781250,0.750000
88.609375,0.828125
89.468750,0.859375
90.265625,0.796875
91.093750,0.828125
91.921875,0.828125
92.703125,0.781250
93.421875,0.718750
94.093750,0.671875
94.781250,0.687500
95.484375,0.703125
96.203125,0.718750
96.890625,0.687500
97.546875,0.656250
98.234375,0.687500
98.968750,0.734375
99.718750,0.750000
100.421875,0.703125
101.125000,0.703125
101.875000,0.750000
102.671875,0.796875
103.437500,0.765625
104.140625,0.703125
104.859375,0.718750
105.640625,0.781250
106.406250,0.765625
107.125000,0.718750
107.796875,0.671875
108.500000,0.703125
109.218750,0.718750
110.015625,0.796875
110.765625,0.750000
111.468750,0.703125
112.203125,0.734375
112.953125,0.750000
113.703125,0.750000
114.390625,0.687500
115.031250,0.640625
115.687500,0.656250
116.359375,0.671875
117.093750,0.734375
117.781250,0.687500
118.468750,0.687500
119.218750,0.750000
120.046875,0.828125
120.921875,0.875000
121.671875,0.750000
122.359375,0.687500
123.015625,0.656250
123.671875,0.656250
124.343750,0.671875
125.078125,0.734375
125.843750,0.765625
126.546875,0.703125
127.234375,0.687500
127.921875,0.687500
128.640625,0.718750
129.375000,0.734375
130.093750,0.718750
130.796875,0.703125
131.531250,0.734375
132.281250,0.750000
133.046875,0.765625
133.734375,0.687500
134.453125,0.718750
135.187500,0.734375
135.921875,0.734375
136.609375,0.687500
137.250000,0.640625
137.937500,0.687500
138.625000,0.687500
139.343750,0.718750
140.062500,0.718750
140.765625,0.703125
141.515625,0.750000
142.296875,0.781250
143.031250,0.734375
143.718750,0.687500
144.437500,0.718750
145.171875,0.734375
145.875000,0.703125
146.562500,0.687500
147.296875,0.734375
148.062500,0.765625
148.796875,0.734375
149.484375,0.687500
150.187500,0.703125
150.890625,0.703125
151.609375,0.718750
152.265625,0.656250
152.953125,0.687500
153.687500,0.734375
154.421875,0.734375
155.109375,0.687500
155.796875,0.687500
156.500000,0.703125
157.265625,0.765625
158.000000,0.734375
