TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Mellow,Concentration,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-08-16 21:27:46.896,0.48603204,1.217883,1.0888346,0.86913574,0.33083677,1.1410463,0.7065731,0.2865266,0.4930645,0.9242348,0.6250446,0.64163303,0.51880527,0.24372436,0.17132328,0.89326984,0.42443156,-0.21040866,-0.37788874,0.4836112,660.40295,829.6337,795.38464,664.43225,743.00366,0.0,0.0,-0.3074951171875,0.155029296875,0.94012451171875,3.4393310546875,-6.826324462890625,-3.0206298828125,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 21:27:47.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:47.690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:47.902,0.48603204,1.3755565,1.1643574,0.86913574,0.33083677,1.1220993,0.4665237,0.2865266,0.4930645,0.9180209,0.54176366,0.64163303,0.51880527,0.1487266,0.4446474,0.89326984,0.42443156,-0.19163804,0.15314813,0.4836112,769.59705,809.0842,803.44324,769.19415,859.85345,0.0,0.0,-0.47564697265625,0.1920166015625,0.84710693359375,-15.170440673828125,-10.8563232421875,25.062255859375,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 21:27:48.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:48.915,0.48603204,1.3755565,1.0295863,0.86913574,0.33083677,1.1220993,0.8268634,0.2865266,0.4930645,0.9180209,0.5752357,0.64163303,0.51880527,0.1487266,0.47017172,0.89326984,0.42443156,-0.19163804,0.34983447,0.4836112,801.4286,785.7143,792.5641,803.8461,756.7033,0.0,0.0,-0.3614501953125,0.13623046875,0.916015625,1.742095947265625,-4.94964599609375,4.598236083984375,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 21:27:49.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:49.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:49.919,0.48603204,1.3459258,1.2562418,0.86913574,0.33083677,0.89918333,1.0770618,0.2865266,0.4930645,0.91105044,0.4165823,0.64163303,0.51880527,0.57926583,0.32789615,0.89326984,0.42443156,0.09572116,0.17487837,0.4836112,821.5751,787.72894,794.57874,813.5165,743.00366,0.0,0.0,-0.36578369140625,0.1304931640625,0.91363525390625,2.863616943359375,-2.811279296875,1.831817626953125,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 21:27:50.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:50.934,0.48603204,1.1918392,1.3042306,0.86913574,0.33083677,1.0266981,1.033706,0.2865266,0.4930645,1.0274173,0.4165823,0.64163303,0.51880527,0.50132835,0.2844331,0.89326984,0.42443156,0.08154392,0.09297052,0.4836112,765.16486,763.5531,799.41394,796.99634,735.34796,0.0,0.0,-0.36407470703125,0.13427734375,0.91058349609375,2.85614013671875,-3.54400634765625,2.79632568359375,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 21:27:51.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:51.966,0.48603204,1.0835319,1.1050358,0.86913574,0.33083677,0.9129408,1.0455621,0.2865266,0.4930645,0.9309489,0.6684299,0.64163303,0.51880527,0.3544318,0.16951859,0.89326984,0.42443156,-0.032117233,-0.15184158,0.4836112,791.75824,788.5348,776.4469,805.4579,841.7216,0.0,0.0,-0.3885498046875,0.17987060546875,0.898193359375,6.317901611328125,-4.2169189453125,-0.10467529296875,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 21:27:52.520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:52.992,0.48603204,1.2870988,1.2035064,0.86913574,0.33083677,0.6406404,0.805255,0.2865266,0.4930645,0.7734386,0.7714753,0.64163303,0.51880527,0.32274747,0.22446904,0.89326984,0.42443156,-0.19677167,-0.1903307,0.4836112,810.293,804.65204,797.3993,820.7692,806.6667,0.0,0.0,-0.3516845703125,0.1546630859375,0.91888427734375,1.936492919921875,-4.605712890625,1.188812255859375,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 21:27:53.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:54.071,0.48603204,1.2870988,1.1073059,0.86913574,0.33083677,0.6406404,0.6109018,0.2865266,0.4930645,0.7734386,0.92144364,0.64163303,0.51880527,0.32274747,0.28222752,0.89326984,0.42443156,-0.19677167,-0.30855808,0.4836112,847.3626,794.57874,788.1319,839.707,777.25275,0.0,0.0,-0.34466552734375,0.14849853515625,0.92218017578125,2.923431396484375,-3.36456298828125,2.385101318359375,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 21:27:54.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:55.100,0.48603204,1.2297126,1.2426686,0.86913574,0.33083677,0.9781463,0.88100535,0.2865266,0.4930645,0.99025184,1.0206244,0.64163303,0.51880527,0.26459715,0.37317464,0.89326984,0.42443156,-0.34472114,-0.39176828,0.4836112,747.8388,792.5641,800.6227,786.9231,812.71063,0.0,0.0,-0.466552734375,0.09613037109375,0.837890625,22.512664794921875,-1.263580322265625,-92.63015747070312,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 21:27:55.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:56.114,0.48603204,0.9171705,1.1544409,0.86913574,0.33083677,0.29906332,0.3753729,0.2865266,0.4930645,0.5182549,0.3975765,0.64163303,0.51880527,0.25417793,0.18856049,0.89326984,0.42443156,-0.32482514,-0.4831871,0.4836112,882.01465,740.989,818.7546,958.97437,704.7253,0.0,0.0,-0.34527587890625,0.054443359375,0.9537353515625,-1.80938720703125,-0.43365478515625,38.243865966796875,1,2.0,1.0,1.0,2.0,100.00
2021-08-16 21:27:56.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:57.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-08-16 21:27:57.154,0.48603204,0.9171705,1.0729849,0.86913574,0.33083677,0.29906332,0.38260037,0.2865266,0.4930645,0.5182549,0.3709688,0.64163303,0.51880527,0.25417793,0.22811458,0.89326984,0.42443156,-0.32482514,-0.43697014,0.4836112,845.7509,801.8315,797.8022,826.4103,825.2015,0.0,0.0,-0.32421875,0.13079833984375,0.9407958984375,2.564544677734375,-3.162689208984375,-1.03179931640625,1,2.0,1.0,1.0,2.0,100.00
